Date,"('Close', '^OEX')_S&P100","('High', '^OEX')_S&P100","('Low', '^OEX')_S&P100","('Open', '^OEX')_S&P100","('Volume', '^OEX')_S&P100","('Close', '^GSPC')_S&P500","('High', '^GSPC')_S&P500","('Low', '^GSPC')_S&P500","('Open', '^GSPC')_S&P500","('Volume', '^GSPC')_S&P500","('Close', 'QQQ')_QQQ","('High', 'QQQ')_QQQ","('Low', 'QQQ')_QQQ","('Open', 'QQQ')_QQQ","('Volume', 'QQQ')_QQQ","('Close', '^NYA')_NYSE","('High', '^NYA')_NYSE","('Low', '^NYA')_NYSE","('Open', '^NYA')_NYSE","('Volume', '^NYA')_NYSE","('Close', '^DJI')_DJI","('High', '^DJI')_DJI","('Low', '^DJI')_DJI","('Open', '^DJI')_DJI","('Volume', '^DJI')_DJI","('Close', '^IXIC')_IXIC","('High', '^IXIC')_IXIC","('Low', '^IXIC')_IXIC","('Open', '^IXIC')_IXIC","('Volume', '^IXIC')_IXIC","('Close', 'SPY')_SPY","('High', 'SPY')_SPY","('Low', 'SPY')_SPY","('Open', 'SPY')_SPY","('Volume', 'SPY')_SPY"
3/24/1999,635.5,636.4600219726560,629.3699951171880,631.9000244140630,761900000,1268.5899658203100,1269.02002,1256.4300537109400,1262.1400146484400,761900000,42.843318939209000,42.869847310069200,41.17203157501690,41.80871247566150,8447000,6308.180176,6308.180176,6308.180176,6308.180176,0,9666.839844,9703.19043,9625.209961,9671.55957,72990000,2365.280029296880,2365.350098,2305.639892578130,2326.629883,856520000,80.21549987792970,80.38339737828980,79.40564134678090,80.17599458,6280900
3/25/1999,647.5300293,647.6699829101560,635.5,635.5,784200000,1289.989990234380,1289.989990234380,1268.5899658203100,1268.5899658203100,784200000,44.40852737426760,44.40852737426760,43.221381854555200,43.50656206320120,8133800,6395.629883,6395.629883,6395.629883,6395.629883,0,9836.389648,9841.94043,9664.900391,9664.900391,80470000,2434.800048828130,2434.889892578130,2399.719970703130,2399.719970703130,939490000,81.85490417480470,81.85490417480470,80.74875682109110,80.94628313425430,6639600
3/26/1999,643.6799926757810,647.7199707,641.1599731445310,647.5300293,707200000,1282.800048828130,1289.989990234380,1277.25,1289.989990234380,707200000,43.930999755859400,44.541152530246300,43.74530108539380,44.037113281839700,8256200,6369.089844,6369.089844,6369.089844,6369.089844,0,9822.240234,9853.320313,9747.30957,9836.389648,66210000,2419.169922,2445.719970703130,2410.459961,2425.050048828130,831140000,81.26236724853520,81.6179148,80.72904592726380,81.30187253,6159700
3/29/1999,659.4699707,660.5599975585940,643.6799926757810,643.6799926757810,747900000,1310.1700439453100,1311.760009765630,1282.800048828130,1282.800048828130,747900000,45.52272415161130,45.54925254563910,44.19630445022410,44.461588390501500,5113800,6483.390137,6483.390137,6483.390137,6483.390137,0,10006.78027,10040.36035,9821.610352,9821.610352,69040000,2492.840087890630,2492.840087890630,2419.169922,2442.590087890630,876200000,82.90180206298830,83.07957576,81.63763353021930,81.63763353021930,5863900
3/30/1999,655.9799805,659.6799926757810,651.4299926757810,659.4699707,729000000,1300.75,1310.1700439453100,1295.469970703130,1310.1700439453100,729000000,45.20436477661130,45.84104597064810,45.018666095017300,45.46964860746000,4940600,6435.700195,6435.700195,6435.700195,6435.700195,0,9913.259766,10003.83984,9874.410156,10003.83984,73970000,2480.290039,2506.790039,2477.620117,2492.169922,896110000,82.46726227,82.94132557212240,81.89443577566550,82.13146742769340,5401400
3/31/1999,646.5900268554690,662.7199707,646.2399902,655.9799805,924300000,1286.3699951171900,1313.5999755859400,1285.8699951171900,1300.75,924300000,44.541160583496100,46.00022182953080,44.408518652038400,45.947165056947700,8256600,6382.200195,6382.200195,6382.200195,6382.200195,0,9786.160156,10002.33984,9781.450195,9914.370117,111740000,2461.399902,2520.629883,2458.77002,2508.340087890630,1101200000,81.14382934570310,83.18822718827380,81.10432407338290,82.90181396395230,7413600
4/1/1999,649.9199829101560,651.1799926757810,644.6699829101560,646.5900268554690,703000000,1293.719970703130,1294.540039,1282.560059,1286.3699951171900,703000000,45.46964645385740,45.89410056311160,44.72685176266260,45.84104379945490,8715800,6397,6397,6397,6397,0,9832.509766,9840,9765.629883,9786.44043,68310000,2493.370117,2502.459961,2460.239990234380,2493.070068359380,848680000,81.75615692138670,81.97343590813120,80.98580415020190,81.97343590813120,7683600
4/5/1999,664.8599853515630,664.8599853515630,649.9199829101560,649.9199829101560,695800000,1321.1199951171900,1321.1199951171900,1293.719970703130,1293.719970703130,695800000,47.114410400390600,47.18073136097680,45.92063310984020,46.20581324036060,5697200,6498.930176,6498.930176,6498.930176,6498.930176,0,10007.33008,10023.15039,9836.120117,9836.120117,71120000,2560.060059,2560.100098,2515.699951171880,2523.97998,977920000,83.69190216064450,83.81041795,82.32897054651080,82.76352845246650,5791100
4/6/1999,665.2899780273440,670.1799926757810,661.3800048828130,664.8599853515630,787500000,1317.8900146484400,1326.760009765630,1311.0699462890600,1321.1199951171900,787500000,47.20726776123050,47.72457134164290,46.66343579207890,47.06136162316540,7522400,6474.509766,6474.509766,6474.509766,6474.509766,0,9963.490234,10030.37012,9915.759766,10004.83984,74900000,2563.169922,2582.370117,2544.040039,2555.47998,1113990000,83.49437713623050,84.05732715950530,82.90179816436230,83.55363503,5381300
4/7/1999,672.8400268554690,673.1599731445310,662.4299926757810,665.2899780273440,816400000,1326.8900146484400,1329.5799560546900,1312.5899658203100,1317.8900146484400,816400000,46.716495513916000,47.75110273994820,45.70841667829490,47.644989178303900,11923600,6515.850098,6515.850098,6515.850098,6515.850098,0,10085.30957,10089.75,9955.160156,9963.490234,95470000,2544.429931640630,2596.25,2511.389892578130,2594.780029296880,1272750000,84.16594696044920,84.30421535489260,83.04004717712470,83.86965754378490,6248600
4/8/1999,679.4899902,679.9500122070310,668.6099853515630,672.8400268554690,850500000,1343.97998,1344.0799560546900,1321.5999755859400,1326.8900146484400,850500000,47.08790588378910,47.31339726407760,45.681900806695600,46.63692312321190,7952400,6600.970215,6600.970215,6600.970215,6600.970215,0,10197.7002,10209.08008,10059.78027,10086.41992,91210000,2573.389892578130,2573.969970703130,2514.27002,2553.449951171880,1145880000,85.23255920410160,85.29181707,83.61284428991010,84.18567029614850,5909100
4/9/1999,681.3400268554690,682.9699707,674.2299805,679.4899902,716100000,1348.3499755859400,1351.219970703130,1335.239990234380,1343.97998,716100000,47.37969970703130,47.48581325620710,46.875660348445800,47.00830228491570,4946800,6625.390137,6625.390137,6625.390137,6625.390137,0,10173.83984,10212.12988,10094.46973,10197.7002,79950000,2593.050048828130,2599.199951171880,2561.510009765630,2574.97998,1091380000,85.25238800048830,85.64744077157490,84.44252981976080,84.97585106072770,4365800
4/12/1999,685.4500122070310,685.9500122070310,672.6599731445310,,810800000,1358.6300048828100,1358.689941,1333.47998,1348.3499755859400,810800000,47.061370849609400,47.37971157688970,46.212462243528500,46.265519031408500,10934000,6694.549805,6694.549805,6694.549805,6694.549805,0,10339.50977,10340.62012,10096.69043,10174.11035,84540000,2598.810059,2606.239990234380,2526.840087890630,2530.989990234380,1143330000,86.16099548339840,86.22025338950810,84.20548458178070,84.36350566473970,8213200
4/13/1999,681.4500122070310,687.9500122070310,677.7100219726560,685.4500122070310,810900000,1349.8199462890600,1362.3800048828100,1344.030029296880,1358.6400146484400,810900000,46.42467117,47.45927813066760,46.05327380371090,47.35316459655760,9962200,6679.109863,6679.109863,6679.109863,6679.109863,0,10395.00977,10418.87012,10316.46973,10340.62012,88310000,2583.5,2632.510009765630,2575.050048828130,2626.850098,1341700000,85.60792541503910,86.25976241058500,85.01534632817910,86.12149395698440,10071400
4/14/1999,668.9299926757810,685.4699707,668.5100098,681.4500122070310,952000000,1328.439941,1357.239990234380,1326.4100341796900,1349.8199462890600,952000000,44.832977294921900,47.06136196520200,44.574325502835800,47.00830519,21253800,6615.669922,6615.669922,6615.669922,6615.669922,0,10411.66016,10526.54004,10367.80957,10394.73047,107230000,2507.280029296880,2628.189941,2507.280029296880,2621.52002,1416190000,84.16594696044920,86.00294134,83.86965754378490,86.00294134,11551700
4/15/1999,669.6099853515630,671.4500122070310,659.4400024414060,668.9299926757810,1089800000,1322.8499755859400,1332.4100341796900,1308.3800048828100,1328.439941,1089800000,45.44312286376950,45.51607592149010,43.40043724759310,44.99214032513320,17650600,6586.27002,6586.27002,6586.27002,6586.27002,0,10462.71973,10500.74023,10378.62988,10411.66016,137100000,2521.77002,2536.340087890630,2443.02002,2535.189941,1233960000,83.84991455078130,84.42274082215290,82.80302515827440,84.3437303,11150000
4/16/1999,668.6500244140630,670.9199829101560,661.25,669.6099853515630,1002300000,1319,1325.030029296880,1311.4000244140600,1322.8599853515600,1002300000,44.11671066,45.33701655008820,43.87795516316320,45.33701655008820,17274000,6607.52002,6607.52002,6607.52002,6607.52002,0,10493.88965,10520.00977,10386.61035,10463.55957,113560000,2484.040039,2528.510009765630,2476.929931640630,2528.510009765630,1027070000,83.13884735107420,84.00796336044630,82.92156834873120,84.00796336044630,6476200
4/19/1999,652.8900146484380,682.0200195,650.1099853515630,668.6500244140630,1214400000,1289.47998,1340.0999755859400,1284.47998,1319,1214400000,42.0474968,44.779920877643200,41.603146277466800,44.408523429605900,19460600,6512.149902,6512.149902,6512.149902,6512.149902,0,10440.53027,10765.74023,10404.87012,10493.88965,145000000,2345.610107421880,2501.709961,2341.350098,2501.709961,1200990000,81.85490417480470,85.03507781673120,81.14380945,83.86967256906870,12487200
4/20/1999,662.0800170898440,662.8599853515630,651.5300293,652.8900146484380,985400000,1306.1700439453100,1306.300048828130,1284.209961,1289.47998,985400000,43.00251388549810,43.347382904937600,41.46386749107550,41.861793282736500,17413600,6564.589844,6564.589844,6564.589844,6564.589844,0,10448.5498,10496.37012,10333.15039,10440.53027,113400000,2409.639892578130,2409.780029296880,2329.870117,2355.260009765630,1143740000,82.88204956054690,82.92155482725830,81.53887049,82.05243895960720,9049600
4/21/1999,676.6799926757810,676.6799926757810,659.1799926757810,662.0800170898440,920000000,1336.1199951171900,1336.1199951171900,1301.8399658203100,1306.1700439453100,920000000,45.12478256225590,45.15131094706610,42.81681308376310,43.40043754958880,10940400,6700.680176,6700.680176,6700.680176,6700.680176,0,10581.41992,10581.41992,10420.76953,10448.95996,95180000,2489.080078,2489.840087890630,2404.709961,2428.889892578130,1125280000,85.25238800048830,85.72645132579220,82.42776068721910,82.84256609686000,5772200
4/22/1999,690.0100098,690.0999755859380,676.6799926757810,676.6799926757810,927900000,1358.8199462890600,1358.8399658203100,1336.1199951171900,1336.1199951171900,927900000,46.34508133,46.47772323355100,45.250785619651600,45.54922990411370,13630600,6777.439941,6777.439941,6777.439941,6777.439941,0,10727.17969,10753.80957,10580.0498,10580.62012,107780000,2561.610107421880,2561.790039,2525.260009765630,2551.129883,1110460000,86.06219482421880,86.20046321,84.94617141187810,85.41035814090470,6897400
4/23/1999,687.4099731445310,692.3499755859380,682.5399780273440,690.0100098,744900000,1356.8499755859400,1363.6500244140600,1348.449951171880,1358.8299560546900,744900000,46.95524215698240,47.300111167175000,45.62882288701120,46.106333824200800,7064400,6759.790039,6759.790039,6759.790039,6759.790039,0,10689.66992,10754.66992,10646.70996,10726.04004,106990000,2590.689941,2603.100098,2538,2563.870117,1049670000,85.84494781,86.43752683805420,85.33137932824360,85.88445308314890,4593100
4/26/1999,689.9799805,691.2600098,685.3599853515630,687.4099731445310,712000000,1360.040039,1363.560059,1353.719970703130,1356.8499755859400,712000000,48.03628921508790,48.38779043397510,47.121059626287400,47.27359789108750,5421000,6754.819824,6754.819824,6754.819824,6754.819824,0,10718.58984,10729.19043,10649.86035,10689.66992,86860000,2652.050048828130,2661.510009765630,2615.72998,2617.090087890630,1050470000,86.33877563476560,86.47704409265700,85.62768070846690,86.27951772424070,3606500
4/27/1999,689.3599853515630,695.2600098,685.7000122070310,689.9799805,891700000,1362.800048828130,1371.560059,1356.550048828130,1360.040039,891700000,47.30012512207030,48.62654478337350,46.69660417617740,48.38778924,16482800,6801.759766,6801.759766,6801.759766,6801.759766,0,10831.70996,10847.74023,10719.16016,10719.16016,103340000,2602.409912109380,2677.760009765630,2602.129883,2671.570068359380,1132010000,86.75358581542970,86.91160691891860,85.86471710830440,86.67457526368520,5147200
4/28/1999,683.8400268554690,692.5900268554690,682.2100219726560,689.3599853515630,951700000,1350.9100341796900,1368.6199951171900,1348.290039,1362.800048828130,951700000,45.68188477,47.06136096063810,45.47628975579130,46.90219063044430,7676800,6770.569824,6770.569824,6770.569824,6770.569824,0,10845.4502,10935.37012,10811.08984,10831.99023,99540000,2550.370117,2610.909912109380,2544.899902,2601.129883,1000820000,85.56841278076170,86.75357085251740,85.33138116641060,86.24000235475660,5544300
4/29/1999,679.5399780273440,686.6099853515630,675.2700195,683.8400268554690,1003600000,1342.8299560546900,1356.75,1336.810059,1350.9100341796900,1003600000,45.31049346923830,45.734947740612900,44.35547135864540,45.469663821003800,19148200,6746.990234,6746.990234,6746.990234,6746.990234,0,10878.37988,10928.20996,10834.86035,10844.78027,104670000,2528.439941,2553.100098,2500.75,2544.929931640630,1005650000,84.91657257080080,86.00296742806850,84.5807778,85.68692528777250,9824300
4/30/1999,675.6500244140630,684.8499755859380,663.7100219726560,679.5399780273440,936500000,1335.1800537109400,1351.8299560546900,1314.5799560546900,1342.8299560546900,936500000,45.602291107177700,46.18591554252270,43.98405971826680,45.94716009169970,15295200,6706.919922,6706.919922,6706.919922,6706.919922,0,10789.04004,10961.70996,10654.73047,10876.9502,122040000,2542.860107421880,2578.060059,2488.399902,2565.870117,994460000,84.22521209716800,85.72641193754900,83.11906484636090,85.39061723641120,10991900
5/3/1999,685.0800170898440,685.0800170898440,671.75,675.6500244140630,811400000,1354.6300048828100,1354.6300048828100,1329.010009765630,1335.1800537109400,811400000,45.36353683,45.65534905996940,44.60084579144310,45.46965037117230,11109800,6811.390137,6811.390137,6811.390137,6811.390137,0,11014.69043,11014.69043,10756.11035,10789.04004,94430000,2535.580078,2549.100098,2512.370117,2546.330078,866010000,85.76593017578130,85.86469333812090,84.12646168,84.34374063808980,10709700
5/4/1999,673.2800293,685.3499755859380,672.3099975585940,685.0800170898440,933100000,1332,1354.6400146484400,1330.6400146484400,1354.6300048828100,933100000,44.64727783203130,46.15939597607510,44.38199394711130,45.443129486791200,15428400,6725.950195,6725.950195,6725.950195,6725.950195,0,10886.11035,11035.30957,10868.36035,11014.69043,105900000,2485.120117,2557.209961,2482.489990234380,2535.810059,921730000,84.54124450683590,85.84491790343670,84.14619196241150,85.41036010456980,10509300
5/5/1999,682.3400268554690,682.6199951171880,666.3099975585940,673.2800293,913500000,1347.310059,1347.3199462890600,1317.439941,1332,913500000,46.00022888183590,46.00022888183590,43.32086145561600,44.673809363905300,12642600,6772.899902,6772.899902,6772.899902,6772.899902,0,10955.41016,10955.41016,10775.86035,10883.54004,110840000,2534.449951171880,2534.449951171880,2430.649902,2498.149902,1038730000,85.21282196044920,85.37084295620340,83.33632263586820,84.65974847530950,10032300
5/6/1999,674.5399780273440,684.3800048828130,668.2899780273440,682.3400268554690,875400000,1332.050048828130,1348.3599853515600,1322.560059,1347.310059,875400000,44.32893753051760,45.973697630393200,43.904483311194800,45.575771799778100,15173400,6727.220215,6727.220215,6727.220215,6727.220215,0,10946.82031,10980.04004,10852.32031,10949.73047,118310000,2472.280029296880,2546.360107421880,2464.570068359380,2532.409912109380,909640000,84.68940734863280,85.41037839661530,83.67214682887660,84.97582050468070,13507200
5/7/1999,681.7399902,682.5300293,674.4899902,674.5399780273440,814900000,1345,1345.989990234380,1332.050048828130,1332.050048828130,814900000,44.965633392334000,45.09827537874210,43.771855514661400,44.72687781679950,16430400,6780.299805,6780.299805,6780.299805,6780.299805,0,11031.58984,11033.87988,10933.65039,10947.11035,91890000,2503.620117,2507.719970703130,2462.27002,2499.530029296880,867050000,85.33135986328130,85.41037038167320,84.34372838338220,85.01531778971360,8680700
5/10/1999,677.9199829101560,685.9500122070310,674.6500244140630,681.7399902,773300000,1340.300048828130,1352.010009765630,1334,1345,773300000,45.416603088378900,45.72167956940480,44.72686495736380,45.257432750452300,10604200,6760.209961,6760.209961,6760.209961,6760.209961,0,11007.25,11100.59961,10951.98047,11029.13965,91670000,2526.389892578130,2536.110107421880,2500.739990234380,2516.840087890630,831130000,84.90673065185550,85.78572321065680,84.40303828669960,85.23264924107390,5580100
5/11/1999,683.7700195,687.0800170898440,677.9199829101560,677.9199829101560,836100000,1355.6099853515600,1360,1340.300048828130,1340.300048828130,836100000,46.13287353515630,46.37162906236520,45.52272052117780,45.78800444029880,8800800,6828.200195,6828.200195,6828.200195,6828.200195,0,11026.15039,11102.32031,10970.58984,11001.23047,95280000,2566.679931640630,2574.370117,2542.419922,2553.02002,954690000,85.76593017578130,86.51653020956280,85.15359856927520,85.52889858616600,7000600
5/12/1999,687.4500122070310,689.3800048828130,671.6799926757810,683.7700195,825500000,1364,1367.3599853515600,1333.0999755859400,1355.6099853515600,825500000,47.08790588378910,47.24707626987510,44.992162466989400,46.34511074872080,12507400,6848.390137,6848.390137,6848.390137,6848.390137,0,11000.37012,11043.61035,10812.80957,11023.61035,93550000,2606.540039,2610.330078,2548.239990234380,2584.570068359380,1032500000,86.4375,86.73378941956120,83.11905850091410,85.80541590493600,13865800
5/13/1999,689.25,694,687.4500122070310,687.4500122070310,796900000,1367.560059,1375.97998,1364,1364,796900000,46.21245193481450,47.538871335928500,46.00022483,47.459286171861700,9864000,6887.200195,6887.200195,6887.200195,6887.200195,0,11107.19043,11130.66992,10998.42969,10998.42969,86560000,2582,2632.739990234380,2581.75,2621.739990234380,1069560000,86.81282043457030,87.22762571992320,86.47702567976080,86.75356253666280,4485700
5/14/1999,673.5700073242190,689.25,670.6500244140630,689.25,727800000,1337.800048828130,1367.560059,1332.6300048828100,1367.560059,727800000,45.337005615234400,45.84104488187540,44.99213664332210,45.31047723277960,12205400,6750.799805,6750.799805,6750.799805,6750.799805,0,10913.32031,11106.75977,10870.08008,11105.90039,88150000,2527.860107421880,2558.590087890630,2519.530029296880,2549.330078,936350000,84.56103516,85.88446177514020,84.38326143132450,85.05485105882090,8370100
5/17/1999,675.0599975585940,675.8599853515630,665.2899780273440,673.5700073242190,665500000,1339.489990234380,1339.949951171880,1321.189941,1337.800048828130,665500000,46.15276336669920,46.29203740473640,44.49473910435190,44.93908961,9906800,6734.620117,6734.620117,6734.620117,6734.620117,0,10853.46973,10910.57031,10745.7998,10910.57031,78880000,2561.840087890630,2561.850098,2494.510009765630,2517.260009765630,787680000,84.81779479980470,85.00544478829980,83.67214223846590,84.46224745,6268100
5/18/1999,673.0100098,679.6900024414060,667.1799926757810,675.0599975585940,753400000,1333.3199462890600,1345.439941,1323.459961,1339.489990234380,753400000,45.947166442871100,46.371620636338700,45.416598701036600,46.10633676542150,9267800,6705.75,6705.75,6705.75,6705.75,0,10836.9502,10930.75,10740.7998,10849.79004,95790000,2558.360107421880,2576.429931640630,2543.320068359380,2569.590087890630,862100000,84.65978240966800,85.32149559462450,83.83017185,85.03508242501650,8218600
5/19/1999,678.9600219726560,678.9600219726560,668.3300170898440,673.0100098,801100000,1344.22998,1344.22998,1327.050048828130,1333.3199462890600,801100000,46.5838623,46.61039070007740,45.41661290753130,46.13287958305900,7985600,6762.319824,6762.319824,6762.319824,6762.319824,0,10887.38965,10891.80957,10797.12988,10836.66992,83780000,2577.399902,2577.929931640630,2540.379883,2568.439941,964350000,85.27211761,85.33137551440890,84.22522805,84.99558075,5052400
5/20/1999,675.2000122070310,681.7100219726560,675.2000122070310,678.9600219726560,752200000,1338.8299560546900,1350.489990234380,1338.8299560546900,1344.22998,752200000,45.30384826660160,46.68332424954010,45.23089520981150,46.68332424954010,5997200,6761.049805,6761.049805,6761.049805,6761.049805,0,10866.74023,10946.08008,10866.74023,10887.67969,77580000,2542.22998,2587.330078,2542.22998,2585.459961,1004770000,84.75856018066410,85.70668669864870,84.73880754487270,85.41039716177850,4670400
5/21/1999,671.7600098,676.9699707,668.3699951171880,675.2000122070310,686600000,1330.290039,1340.8800048828100,1326.189941,1338.8299560546900,686600000,44.88605499267580,45.57579342636940,44.647299381012600,45.443151419889800,10958600,6734.089844,6734.089844,6734.089844,6734.089844,0,10829.28027,10888.86035,10787.40039,10867.04004,79810000,2520.139892578130,2553.760009765630,2509.239990234380,2551.419922,889330000,84.28448486328130,85.13384808079260,83.81042167,84.77830068741580,6418200
5/24/1999,658.3900146484380,673.3200073242190,656.0800170898440,671.7600098,754700000,1306.6500244140600,1333.02002,1303.530029296880,1330.290039,754700000,43.74531173706060,45.04520274683370,43.45349946956040,44.965617582970100,9569800,6619.680176,6619.680176,6619.680176,6619.680176,0,10654.66992,10856.41992,10626.65039,10829.87012,92340000,2453.659912109380,2529.300048828130,2444.889892578130,2529.300048828130,919880000,82.88204956054690,84.60052866249340,82.41786267668780,84.60052866249340,7952000
5/25/1999,647.4500122070310,664.8499755859380,647.4099731445310,658.3900146484380,826700000,1284.4000244140600,1317.52002,1284.3800048828100,1306.6500244140600,826700000,42.31278610229490,44.32894393538230,42.12708735451060,43.69226251440740,17771200,6527.589844,6527.589844,6527.589844,6527.589844,0,10531.08984,10754.66016,10530.20996,10651.73047,89820000,2380.899902,2466.169922,2379.610107421880,2454.629883,1048510000,81.53887939453130,83.65241139434100,81.18333196,83.04007969346160,15406400
5/26/1999,659.5800170898440,659.8499755859380,644.9799805,647.4500122070310,870800000,1304.760009765630,1304.8499755859400,1278.4300537109400,1284.4000244140600,870800000,43.493282318115200,43.665716801230700,41.54344623981000,42.869865340697900,26772000,6606.890137,6606.890137,6606.890137,6606.890137,0,10702.16016,10721.33008,10518.7002,10530.88965,97200000,2427.179931640630,2427.179931640630,2339.120117,2407.860107421880,1099420000,82.44750977,82.80305724425010,80.96606193802030,81.73641480837480,12575900
